"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2018,110478083,106123576,7,,
2018,110473142,106119502,7,,
2018,110480166,106119504,7,,
2018,110473143,106119506,7,,
2018,110478108,106115617,7,,
2018,110480210,106119562,7,,
2018,110473180,106119565,4,,
2018,110480212,106119566,7,,
2018,110473184,106115641,4,,
2018,110478134,106115643,7,,
2018,110478135,106123617,7,,
2018,110480222,106115650,6,,
2018,110480229,106123623,1,,
2018,110480232,106119597,6,,
2018,110480236,106115656,1,,
2018,110480250,106123641,7,,
2018,110480309,106123669,6,,
2018,110473233,106123675,6,,
2018,110480329,106119688,5,,
2018,110473240,106119688,7,,
2018,110473247,106123689,5,,
2018,110480350,106123689,7,,
2018,110478184,106123692,7,,
2018,110473252,106123702,3,,
2018,110473274,106123726,7,,
2018,110473312,106123768,6,,
2018,110480457,106119839,7,,
2018,110480458,106119841,4,,
2018,110473318,106123776,6,,
2018,110473319,106123777,5,,
2018,110473325,106123780,2,,
2018,110473327,106123782,6,,
2018,110473328,106123784,6,,
2018,110473329,106123785,6,,
2018,110478262,106123788,7,,
2018,110480476,106123788,6,,
2018,110473332,106123790,7,,
2018,110480483,106119873,7,,
2018,110478267,106123794,6,,
2018,110478269,106123795,7,,
2018,110480487,106119881,5,,
2018,110473339,106115795,6,,
2018,110480490,106115797,6,,
2018,110480494,106123801,7,,
2018,110478278,106119894,7,,
2018,110478282,106123806,7,,
2018,110480503,106119896,4,,
2018,110480505,106123809,4,,
2018,110480506,106119900,7,,
2018,110478286,106123812,5,,
2018,110480509,106123812,7,,
2018,110478284,106123811,7,,
2018,110478285,106119901,7,,
2018,110473350,106123814,7,,
2018,110478290,106123815,7,,
2018,110473351,106115809,4,,
2018,110473353,106123816,6,,
2018,110473354,106119912,7,,
2018,110480520,106119914,5,,1
2018,110478293,106119914,7,1,
2018,110473356,106123818,6,,
2018,110473358,106123820,7,,
2018,110473362,106123824,7,,
2018,110478307,106115825,4,,
2018,110480555,106119960,7,,
2018,110480581,106123850,7,,
2018,110473400,106115858,5,,
2018,110473399,106115858,7,,
2018,110473401,106123860,7,,
2018,110480590,106120004,7,,
2018,110480641,106120033,7,,
2018,110472999,106115359,7,,
2018,110480078,106119395,6,,
2018,110477986,106119395,7,,
2018,110477998,106119405,8,,
2018,110480225,106123620,1,,
2018,110480224,106123620,5,,
2018,110478274,106115799,6,,
2018,110478304,106123823,7,,
2018,110473403,106123862,7,,
2018,110474068,106124622,7,,
2018,110474070,106124626,7,,
2018,110474085,106124640,7,,
2018,110474087,106124644,7,,
2018,110474149,106124721,7,,
2018,110474159,106124728,7,,
2018,110474172,106124741,7,,
2018,110474179,106124748,7,,
2018,110479147,106131366,7,,
2018,110479159,106131379,5,,1
2018,110479158,106131379,7,1,
2018,110481925,106124786,4,,
2018,110479199,106124801,7,,
2018,110484261,106131453,7,,
2018,110482002,106131453,6,,
2018,110484269,106124829,7,,
2018,110484273,106124835,7,,
2018,110484364,106124954,7,,
2018,110484372,106124962,6,,
2018,110484382,106127053,7,,
2018,110489420,106131816,7,,
2018,110482399,106131863,7,,
2018,110482405,106131868,5,,1
2018,110482403,106131868,7,1,
2018,110489458,106131881,3,,
2018,110489460,106125036,4,,
2018,110482485,106131957,5,,
2018,110484494,106131957,7,,
2018,110473130,106123569,3,,
2018,110478090,106123577,3,,
2018,110478088,106123577,7,,
2018,110478130,106123615,7,,
2018,110473205,106123646,7,,
2018,110473206,106123646,5,,
2018,110473251,106123701,7,,
2018,110473308,106123760,6,,
2018,110480455,106119834,7,,
2018,110473326,106123781,6,,
2018,110473333,106123791,7,,
2018,110478265,106115790,7,,
2018,110480499,106115805,5,,
2018,110480498,106115805,7,,
2018,110409629,106046494,4,,
2018,110409633,106046497,4,,
2018,110409651,106046516,4,,
2018,110419470,106046531,7,,
2018,110409742,106056486,7,,
2018,110419520,106046629,7,,
2018,110414743,106051640,6,,
2018,110419561,106046685,7,,
2018,110409797,106046685,4,,
2018,110419562,106046685,5,,
2018,110409844,106056579,4,,
2018,110409855,106056594,5,,1
2018,110414819,106056594,7,1,
2018,110419630,106056606,7,,
2018,110414905,106046817,7,,
2018,110414927,106046835,6,,
2018,110419702,106051854,5,,
2018,110409959,106051854,7,,
2018,110415055,106046947,7,,
2018,110410058,106056777,7,,
2018,110415133,106052045,3,,
2018,110410152,106056833,7,,
2018,110410166,106052064,7,,
2018,110415167,106047058,7,,
2018,110415207,106047119,7,,
2018,110415857,106052836,6,,
2018,110409793,106051648,7,,
2018,110414757,106056548,7,,
2018,110419593,106051696,4,,
2018,110414807,106056586,7,,
2018,110414889,106051789,7,,
2018,110414899,106046812,5,,
2018,110414900,106046812,1,,
2018,110414925,106056680,5,,
2018,110414924,106056680,7,,
2018,110414948,106051842,6,,
2018,110409955,106046853,7,,
2018,110414964,106051861,7,,
2018,110414968,106051862,6,,
2018,110415031,106046930,6,,
2018,110419777,106046945,7,1,
2018,110415051,106046945,5,,1
2018,110419793,106046959,7,,
2018,110419798,106056779,6,,
2018,110410103,106056802,6,,
2018,110419831,106047006,4,,
2018,110415116,106047020,7,,
2018,110410129,106056819,7,,
2018,110415136,106052048,7,,
2018,110410150,106047044,7,,
2018,110410156,106052055,4,,
2018,110415150,106052058,7,,
2018,110410175,106056850,7,,
2018,110410177,106047056,7,,
2018,110415217,106052125,7,,
2018,110415224,106052132,7,,
2018,110410251,106052142,7,,
2018,110474034,106124587,4,,
2018,110481601,106131104,4,,
2018,110474074,106124630,7,1,
2018,110474075,106124630,5,,1
2018,110474076,106124631,7,,
2018,110474079,106124635,7,,
2018,110474080,106124636,7,,
2018,110474081,106124637,7,,
2018,110478998,106124639,7,,
2018,110481628,106124642,5,,
2018,110479004,106124648,7,,
2018,110481637,106124648,5,,
2018,110474094,106126679,7,,
2018,110481661,106124661,7,,
2018,110474140,106124714,7,,
2018,110481760,106124717,7,,
2018,110474145,106124717,4,,
2018,110474147,106124719,7,,
2018,110479073,106124723,7,,
2018,110479075,106124724,6,,
2018,110479076,106124724,5,,
2018,110479074,106124724,7,,
2018,110474155,106124726,7,,
2018,110474163,106124731,7,,
2018,110474162,106126770,7,,
2018,110474164,106126770,5,,
2018,110479083,106126772,7,,
2018,110474169,106124737,6,,
2018,110479091,106126777,3,,
2018,110481804,106131289,5,,1
2018,110481803,106131289,7,1,
2018,110481820,106131301,4,,
2018,110479109,106131302,7,1,
2018,110479110,106131302,5,,1
2018,110474178,106124747,1,,
2018,110474177,106124747,4,,
2018,110474182,106124752,7,,
2018,110474183,106124752,5,,
2018,110474184,106124752,4,,
2018,110474189,106124754,7,,
2018,110474197,106131354,7,,
2018,110481876,106124758,7,,
2018,110474201,106124761,6,,
2018,110481881,106124762,5,,
2018,110481880,106124762,7,,
2018,110479142,106126814,7,,
2018,110474202,106124765,7,,
2018,110474206,106124773,7,,
2018,110479166,106131383,4,,
2018,110484212,106131383,7,,
2018,110481906,106124781,7,,
2018,110479170,106131386,4,,
2018,110481907,106131385,7,,
2018,110481918,106124783,4,,
2018,110484217,106124784,7,,
2018,110484219,106124785,7,,
2018,110481924,106124785,4,,
2018,110481929,106126840,5,,1
2018,110481930,106126840,3,,
2018,110481928,106126840,7,1,
2018,110484225,106124789,4,,
2018,110479186,106124791,5,,
2018,110481939,106124791,7,,
2018,110481950,106126850,5,,
2018,110484231,106126850,7,,
2018,110481954,106126851,7,,
2018,110481951,106131413,7,,
2018,110481960,106131419,7,,
2018,110484240,106124799,7,,
2018,110484244,106124802,6,,
2018,110489214,106124808,7,,
2018,110484257,106124817,7,1,
2018,110484258,106124817,5,,1
2018,110484256,106124816,7,,
2018,110484263,106124820,7,,
2018,110484265,106124822,7,,
2018,110489222,106124824,5,,1
2018,110489221,106124824,7,1,
2018,110489223,106124825,7,1,
2018,110484266,106124825,5,,1
2018,110482024,106131470,7,,
2018,110482025,106131470,5,,
2018,110484267,106124826,5,,1
2018,110482028,106124826,7,1,
2018,110482152,106124876,7,,
2018,110474150,106124722,4,,
2018,110474157,106124727,4,,
2018,110474156,106124727,7,,
2018,110474175,106124745,3,,
2018,110484369,106124961,5,,
2018,110484371,106124961,4,,
2018,110482327,106124961,7,,
2018,110484381,106131802,6,,
2018,110482361,106124985,5,,
2018,110482360,106124985,7,,
2018,110482416,106125027,6,,
2018,110484452,106125054,7,1,
2018,110489480,106127141,6,,
2018,110489485,106131925,7,,
2018,110484468,106127148,7,,
2018,110482478,106127158,7,,
2018,110482483,106125096,7,,
2018,110474078,106124633,4,,
2018,110474148,106124720,7,,
2018,110481809,106124740,7,,
2018,110474198,106124759,7,1,
2018,110474199,106124759,5,,1
2018,110481887,106124764,4,,
2018,110474203,106124766,7,,
2018,110479148,106131367,7,,
2018,110484208,106124775,7,,
2018,110484209,106124775,3,,
2018,110484211,106124776,1,,
2018,110479165,106124779,5,,1
2018,110479164,106124779,7,1,
2018,110479190,106126848,7,,
2018,110481959,106124795,4,,
2018,110481956,106124795,7,,
2018,110484254,106124815,7,1,
2018,110484255,106124815,5,,1
2018,110484264,106124821,3,,
2018,110482037,106131477,7,,
2018,110489315,106124877,7,,
2018,110484344,106124927,4,,
2018,110489393,106124959,7,,
2018,110482331,106124960,7,1,
2018,110484375,106124969,7,,
2018,110489404,106131796,7,,
2018,110482355,106127056,6,,
2018,110484416,106125011,7,,
2018,110482389,106127094,6,,
2018,110489452,106127107,7,,
2018,110484438,106131880,7,,
2018,110484441,106125040,4,,
2018,110489478,106131920,5,,
2018,110482454,106131920,7,,
2018,110489498,106131937,4,,
2018,110489503,106125083,5,,
2018,110489502,106125083,7,,
2018,110484492,106125094,6,,
2018,110484497,106127163,7,,
2018,110484506,106125111,4,,
2018,110484510,106125114,4,,
2018,110414588,106051496,7,,
2018,110409622,106046483,6,,
2018,110419453,106051515,7,,
2018,110414615,106051521,4,,
2018,110414616,106056418,4,,
2018,110409645,106046511,4,,
2018,110409691,106046563,7,,
2018,110414644,106046586,3,,
2018,110414651,106046599,4,,
2018,110414650,106046599,7,,
2018,110409795,106046682,7,,
2018,110409801,106056549,4,,
2018,110409808,106051665,4,,
2018,110414804,106046736,7,,
2018,110414849,106046772,7,,
2018,110414851,106046772,4,,
2018,110414885,106056659,5,,
2018,110409913,106056659,7,,
2018,110414897,106046809,7,,
2018,110419679,106046809,5,,
2018,110409918,106046809,6,,
2018,110409949,106046848,7,,
2018,110419701,106051846,7,,
2018,110409957,106046855,7,,
2018,110414967,106046868,4,,
2018,110409979,106046885,7,,
2018,110410034,106056750,6,,
2018,110410062,106046963,7,,
2018,110415085,106046988,7,,
2018,110419834,106052011,7,,
2018,110419855,106047030,7,,
2018,110410142,106052049,7,,
2018,110410165,106056844,7,,
2018,110415166,106056852,3,,
2018,110410185,106056854,7,,
2018,110419885,106047067,3,,
2018,110419927,106056876,7,,
2018,110419988,106056931,6,,
2018,110410305,106056935,7,1,
2018,110410307,106056935,5,,1
2018,110410316,106052196,7,,
2018,110415298,106052208,7,,
2018,110480080,106115499,4,,
2018,110480150,106119474,7,,
2018,110480172,106123583,6,,
2018,110473307,106123757,6,,
2018,110473316,106123772,7,,
2018,110473321,106123778,5,,
2018,110473320,106123778,7,,
2018,110480477,106115788,7,,
2018,110478268,106119875,6,,
2018,110473347,106123804,7,,
2018,110473348,106123808,4,,
2018,110480508,106115807,7,,
2018,110480519,106119913,7,,
2018,110480526,106119919,4,,
2018,110478294,106119919,5,,
2018,110480523,106119919,7,,
2018,110473379,106123839,1,,
2018,110480562,106123840,4,,
2018,110478984,106124621,4,,
2018,110481618,106126666,7,,
2018,110474146,106124718,7,,
2018,110474160,106124729,7,,
2018,110474161,106124730,7,,
2018,110474168,106124735,4,,
2018,110479104,106124743,4,,
2018,110481810,106124743,7,,
2018,110481834,106124750,7,,
2018,110474181,106124751,7,,
2018,110474195,106124757,7,,
2018,110474196,106124757,5,,
2018,110474200,106124760,5,,
2018,110481879,106124760,7,,
2018,110481927,106131397,7,,
2018,110481931,106131397,5,,
2018,110484227,106124790,7,,
2018,110484239,106126856,7,,
2018,110481962,106126856,5,,
2018,110479202,106124803,7,1,
2018,110481964,106124803,5,,1
2018,110484248,106124804,7,,
2018,110489217,106124813,7,,
2018,110484260,106124818,5,,1
2018,110484259,106124818,7,1,
2018,110489259,106124841,7,,
2018,110489391,106124957,6,,
2018,110482340,106124967,6,,
2018,110489405,106124975,7,,
2018,110482362,106127060,3,,
2018,110482367,106131824,4,,
2018,110484426,106127092,6,,
2018,110482395,106127099,7,,
2018,110482402,106125021,7,,
2018,110489446,106131872,7,1,
2018,110489447,106131872,5,,1
2018,110482419,106125034,4,,
2018,110484449,106125049,7,,
2018,110482436,106127122,6,,
2018,110484457,106127129,4,,
2018,110482449,106125064,6,,
2018,110482453,106131917,7,,
2018,110489505,106127161,6,,
2018,110484504,106131966,4,,
2018,110414728,106056527,6,,
2018,110414740,106056534,2,,
2018,110414751,106051649,7,,
2018,110414753,106051649,6,,
2018,110419576,106046697,4,,
2018,110414796,106051709,7,,
2018,110409860,106051740,7,,
2018,110414841,106056614,7,,
2018,110414845,106056614,4,,
2018,110409932,106046824,7,,
2018,110409938,106046838,6,,
2018,110414929,106056686,7,1,
2018,110409943,106051832,7,,
2018,110414954,106051848,3,,
2018,110415032,106046929,7,,
2018,110410039,106056754,6,,
2018,110415061,106046953,7,,
2018,110410071,106056785,6,,
2018,110415086,106051991,4,,
2018,110415084,106051991,7,,
2018,110410090,106046996,7,,
2018,110419826,106046996,4,,
2018,110415103,106047004,3,,
2018,110419832,106047007,7,,
2018,110410113,106052020,7,,
2018,110419841,106052020,4,,
2018,110419851,106052031,7,,
2018,110419877,106047051,5,,
2018,110419875,106047051,7,,
2018,110410230,106047115,3,,
2018,110415280,106056942,6,,
2018,110415289,106052201,7,,
2018,110409756,106046636,4,,
2018,110414729,106051626,3,,
2018,110409780,106051631,7,,
2018,110419565,106051654,4,,
2018,110414760,106056552,7,,
2018,110419603,106046732,4,,
2018,110419637,106046768,1,,
2018,110414846,106051753,4,,
2018,110409871,106051753,7,,
2018,110409889,106051759,7,,
2018,110409557,106046436,6,,
2018,110409563,106056357,7,,
2018,110409597,106046464,4,,
2018,110409640,106046505,4,,
2018,110409698,106046579,7,,
2018,110419495,106046595,4,,
2018,110414671,106051581,5,,
2018,106059413,101213801,7,,
2018,106059414,101213803,7,,
2018,106059471,101210898,4,,
2018,106059494,101218838,3,,
2018,106055714,101210947,7,,
2018,106059531,101213945,7,,
2018,106059585,101214000,7,,
2018,116450808,112833913,7,,
2018,116450809,112833913,3,,
2018,106064369,101214019,4,,
2018,106059625,101214042,7,,
2018,106064389,101214044,7,,
2018,106055811,101214044,5,,
2018,106055814,101211046,7,,
2018,106059669,101218978,7,,
2018,106059676,101214102,6,,
2018,106059692,101214111,7,,
2018,106064435,101221106,4,,
2018,116450814,112830605,4,,
2018,106064455,101214172,4,,
2018,106055899,101214174,4,,
2018,106059761,101214180,7,,
2018,106064484,101219067,7,,
2018,106059827,101219073,7,,
2018,106059842,101214269,7,1,
2018,106055959,101214269,5,,1
2018,106064514,101214298,7,,
2018,106056013,101214340,1,,
2018,106056019,101214362,4,,
2018,106056026,101221256,4,,
2018,106059981,101214382,7,,
2018,106064610,101214393,7,,
2018,106064611,101214393,1,,
2018,106056043,101214416,7,,
2018,106064625,101214430,7,,
2018,106060029,101214439,7,,
2018,106060049,101221301,7,,
2018,106056075,101221311,4,,
2018,106056105,101214502,4,,
2018,106064667,101221345,7,,
2018,106064674,101221355,7,,
2018,106056120,101214527,1,,
2018,106056139,101221386,7,,
2018,106060193,101214597,6,,
2018,106056169,101214613,7,,
2018,106060210,101214625,7,,
2018,106060219,101219279,7,,
2018,106060244,101221451,3,,
2018,106060249,101219294,7,,
2018,116455834,112834050,5,,
2018,116455833,112834050,7,,
2018,116455956,112834181,7,,
2018,116455976,112837746,6,,
2018,116456011,112834230,7,,
2018,104625452,99657447,4,,
2018,104617651,99659533,4,,
2018,104617655,99657493,7,,
2018,104617659,99659537,7,,
2018,104625503,99657506,7,,
2018,104617673,99659543,4,,
2018,104625525,99657531,7,,
2018,104625536,99659569,4,,
2018,104617724,99659606,4,,
2018,104625605,99659638,7,,
2018,104617760,99659644,4,,
2018,104617782,99667678,4,,
2018,104625644,99659676,6,,
2018,104625661,99659689,7,,
2018,104620991,99659708,6,,
2018,104621017,99659728,1,,
2018,104621019,99667755,6,,
2018,104617844,99659743,6,,
2018,104625746,99663009,4,,
2018,104621060,99667782,4,,
2018,104621059,99667782,7,,
2018,104621078,99659766,7,,
2018,104617870,99659766,5,,
2018,104625789,99663060,4,,
2018,104625796,99659784,6,,
2018,104625806,99663071,7,,
2018,104621142,99667865,6,,
2018,104621162,99659835,1,,
2018,104617931,99667886,7,,
2018,104617974,99663195,3,,
2018,102197383,96942358,6,,
2018,102197429,96942413,5,,1
2018,102197425,96942413,7,1,
2018,102197493,96942486,4,,
2018,102201266,96946648,5,,
2018,102201264,96946648,7,,
2018,102201520,96946906,6,,
2018,102201552,96946943,4,,
2018,102201602,96947025,1,,
2018,102201685,96947126,4,,
2018,102201683,96947126,7,,
2018,106064221,101210827,7,,
2018,106055621,101213820,1,,
2018,106064237,101210851,7,,
2018,106059444,101210869,7,,
2018,106055652,101213855,1,,
2018,106059448,101213860,6,,
2018,106055660,101210883,4,,
2018,106064271,101218820,4,,
2018,106059460,101210889,7,,
2018,106064272,101210889,4,,
2018,106059464,101213874,7,,
2018,106064276,101218828,5,,
2018,106064274,101218828,7,,
2018,106055687,101210910,4,,
2018,106059505,101213912,7,,
2018,106059510,101218852,6,,
2018,106064299,101210932,5,,
2018,106064298,101210932,7,,
2018,106055775,101213993,4,,
2018,106064361,101214010,7,,
2018,106059598,101214020,7,,
2018,106059613,101218937,6,,
2018,106064381,101218945,7,,
2018,106059647,101221050,6,,
2018,106064458,101219036,7,,
2018,106059771,101214193,5,,
2018,106059769,101214193,7,,
2018,106059778,101214201,7,,
2018,106059795,101219054,7,,
2018,106055930,101214231,4,,
2018,106064486,101214248,7,1,
2018,106064487,101214248,5,,1
2018,106059839,101214265,7,,
2018,106055968,101221197,6,,
2018,106064526,101221221,7,,
2018,106064534,101219107,4,,
2018,106064554,101214333,7,,
2018,106059946,101214355,7,,
2018,106056034,101214403,5,,1
2018,106059994,101214403,7,1,
2018,106064614,101214406,7,,
2018,106064632,101221294,7,,
2018,106064661,101219214,7,,
2018,106056136,101219238,7,,
2018,106060212,101214627,7,,
2018,106060223,101214635,5,,
2018,106060221,101214635,7,,
2018,106060236,101221447,7,,
2018,106064750,101214661,4,,
2018,106060272,101214672,7,,
2018,102197371,96942345,5,,1
2018,102197366,96942345,7,1,
2018,102197583,96942586,7,,
2018,102197887,96942939,7,,
2018,102197947,96943011,7,1,
2018,102197954,96943011,5,,1
2018,102197988,96943058,4,,
2018,102197989,96943058,1,,
2018,102198132,96943207,7,,
2018,102198338,96943432,6,,
2018,102198371,96943466,7,,
2018,102198386,96943487,7,,
2018,102198428,96943533,6,,
2018,102198507,96943616,7,,
2018,102198510,96943616,1,,
2018,102198509,96943616,6,,
2018,102198557,96943672,7,,
2018,102198629,96943753,7,,
2018,102198650,96943771,7,,
2018,102198759,96943901,3,,
2018,102198787,96943926,4,,
2018,102198858,96944003,7,,
2018,102198863,96944008,1,,
2018,102198862,96944008,5,,
2018,102198861,96944008,7,,
2018,102198894,96944040,7,,
2018,102198913,96944059,4,,
2018,102198954,96944098,7,,
2018,102199233,96944400,6,,
2018,102199302,96944499,6,,
2018,102199381,96944583,6,,
2018,102199427,96944631,6,,
2018,102199537,96944741,8,,
2018,102199609,96944827,6,,
2018,102199658,96944882,7,,
2018,102199722,96944944,7,,
2018,102199738,96944958,7,,
2018,102199792,96945004,7,,
2018,102200010,96945261,7,,
2018,102200066,96945320,4,,
2018,102200080,96945340,7,,
2018,102200148,96945420,7,,
2018,102200313,96945589,7,,
2018,102200356,96945639,7,,
2018,102200377,96945664,7,,
2018,102200448,96945737,7,,
2018,102200917,96946270,1,,
2018,102201265,96946649,7,,
2018,102201414,96946792,7,,
2018,101423126,96108114,4,,
2018,101423618,96108599,7,,
2018,101423656,96108647,4,,
2018,101423720,96108716,7,,
2018,101423904,96108936,4,,
2018,101423899,96108936,7,,
2018,101424014,96109060,5,,
2018,101424011,96109060,7,,
2018,101424111,96109180,6,,
2018,101424363,96109422,7,,
2018,101424689,96109753,6,,
2018,101424833,96109923,7,,
2018,101424839,96109923,6,,
2018,101424914,96109991,7,,
2018,105394371,100490831,7,1,
2018,105394373,100490831,5,,1
2018,105394389,100494450,7,,
2018,105394400,100490864,7,,
2018,105394401,100490864,5,,
2018,105394411,100485545,7,,
2018,105390542,100490888,7,,
2018,105390548,100490897,4,,
2018,105394440,100494499,7,,
2018,105394451,100485592,4,,
2018,105390580,100490929,6,,
2018,105394494,100490931,7,,
2018,105394516,100490950,7,,
2018,105394527,100494569,7,,
2018,105388729,100490975,6,,
2018,105394592,100490994,4,,
2018,105388755,100485728,3,,
2018,105394622,100494648,7,,
2018,105394642,100485772,7,,
2018,105388804,100494675,7,,
2018,105394670,100494677,7,,
2018,105394682,100496062,7,,
2018,105390693,100496068,7,,
2018,105390698,100496074,7,,
2018,105394706,100494703,5,,
2018,105394705,100494703,7,,
2018,105394722,100494721,1,,
2018,105394721,100494721,6,,
2018,105394914,100496193,5,,1
2018,105390805,100496193,7,1,
2018,105394940,100501072,7,,
2018,105389028,100496231,6,,
2018,105394975,100496231,5,,
2018,105394973,100496231,7,,
2018,105394991,100496236,3,,
2018,105389061,100496250,4,,
2018,105390859,100496259,7,,
2018,105389070,100494949,7,,
2018,105395038,100496274,4,,
2018,105390880,100501184,5,,
2018,105389086,100501184,7,,
2018,105390885,100494973,7,,
2018,105395085,100496296,7,,
2018,105389103,100496297,7,,
2018,105389104,100496297,5,,
2018,105390906,100496306,7,,
2018,105399139,100501258,7,,
2018,105395161,100496325,7,,
2018,105390926,100496325,5,,
2018,105395171,100501278,7,1,
2018,105390941,100501287,7,,
2018,105395213,100501318,5,,1
2018,105399176,100501318,7,1,
2018,105395214,100501318,1,,
2018,105390968,100501326,5,,1
2018,105390966,100501326,7,1,
2018,105390975,100496359,7,1,
2018,105395245,100496365,7,,
2018,105390999,100495071,7,,
2018,105399209,100495071,1,,
2018,105395344,100496423,7,,
2018,105391065,100495120,1,,
2018,105395388,100496445,6,,
2018,105391112,100496473,7,,
2018,105391120,100496481,7,,
2018,105399307,100496483,4,,
2018,105391124,100501538,7,,
2018,105399317,100495187,7,,
2018,105391135,100496492,3,,
2018,105399341,100496506,7,,
2018,105395548,100496540,7,,
2018,105391186,100496554,7,,
2018,105395589,100501662,7,,
2018,105399404,100496575,4,,
2018,105399403,100496575,7,,
2018,105391223,100496589,7,,
2018,105399421,100496595,7,,
2018,106059419,101218771,7,,
2018,106064227,101210835,6,,
2018,106064229,101213818,7,1,
2018,106055622,101213818,5,,1
2018,106055633,101213831,5,,1
2018,106059431,101213831,7,1,
2018,106059434,101218785,7,,
2018,106055647,101218792,6,,
2018,106064248,101218794,4,,
2018,106059443,101213849,7,,
2018,106064259,101210872,3,,
2018,106055657,101210876,6,,
2018,106064265,101213863,7,,
2018,106064267,101213864,7,1,
2018,106055659,101213864,5,,1
2018,106055677,101213880,7,,
2018,106059485,101213891,6,,
2018,106059499,101213904,7,,
2018,106055711,101213939,7,,
2018,106064316,101210959,7,,
2018,106055732,101210967,6,,
2018,106055740,101210973,7,,
2018,106064332,101218894,6,,
2018,106059560,101213975,7,,
2018,106064351,101213991,4,,
2018,106059583,101213999,4,,
2018,106059586,101214001,4,,
2018,106059618,101214036,4,,
2018,106059634,101214050,7,,
2018,106059693,101214113,5,,
2018,106055850,101214113,7,,
2018,106064436,101219004,7,,
2018,106059705,101214127,7,,
2018,106059729,101221127,6,,
2018,106059732,101214153,7,,
2018,106059741,101214159,7,,
2018,106059751,101219029,6,,
2018,106055897,101219030,4,,
2018,106064457,101214173,7,,
2018,106055902,101214182,4,,
2018,106064470,101221156,7,,
2018,106055915,101214203,6,,
2018,106059798,101214220,7,,
2018,106055932,101214234,4,,
2018,106059807,101214242,7,,
2018,106055937,101214242,5,,
2018,106059818,101214251,7,,
2018,106059820,101214251,5,,
2018,106059830,101214256,7,,
2018,106064491,101221183,7,,
2018,106059843,101221191,7,,
2018,106059846,101219080,4,,
2018,106059860,101214284,5,,
2018,106064504,101214284,7,,
2018,106059862,101219090,7,,
2018,106055978,101221207,4,,
2018,106059882,101219097,7,,
2018,106059893,101221218,7,,
2018,106059906,101214324,7,,
2018,106064533,101219106,5,,
2018,106055998,101219106,7,,
2018,106064566,101214348,4,,
2018,106059939,101214348,7,,
2018,106064574,101219141,7,,
2018,106059950,101219141,5,,
2018,106064580,101214367,7,,
2018,106064581,101214367,5,,
2018,106064586,101221257,7,1,
2018,106064587,101221257,5,,1
2018,106064593,101214377,7,,
2018,106064596,101214377,4,,
2018,106056035,101214407,4,,
2018,106064615,101219165,7,,
2018,106056060,101214448,7,,
2018,106060059,101214462,7,,
2018,106056077,101221316,7,,
2018,106056083,101214469,7,,
2018,106056096,101214483,6,,
2018,106056102,101214490,7,,
2018,106064665,101214500,3,,
2018,106060092,101221342,5,,
2018,106060109,101214522,6,,
2018,106060115,101219225,3,,
2018,106056134,101214550,7,,
