"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2018,119932455,96946980,51,"C",20,,""
2018,119932473,96946995,35,"C",20,,""
2018,119932469,96946995,16,"C",20,,""
2018,119932496,96947011,14,"C",20,,""
2018,119932513,96947031,5,"C",20,,""
2018,119542801,96613793,5,"C",20,,""
2018,119543075,96614028,11,"A",2,,""
2018,119543098,96614052,5,"C",20,,""
2018,119543146,96614084,51,"C",20,,""
2018,119543267,96614201,49,"C",20,,"F"
2018,119543309,96614226,44,"C",20,,""
2018,119543339,96614259,45,"C",20,,""
2018,119543382,96614301,5,"C",20,,""
2018,119543380,96614301,45,"C",20,,""
2018,119543462,96614363,5,"C",20,,""
2018,119544022,96614888,5,"C",11,,""
2018,119544071,96614928,7,"C",18,,""
2018,119544134,96614980,47,"C",20,,""
2018,119544226,96615067,45,"C",34,,""
2018,119544239,96615079,2,"C",20,,""
2018,119544292,96615126,45,"C",20,,""
2018,119544363,96615191,44,"C",20,,""
2018,119544897,96615667,47,"C",20,,""
2018,119544951,96615712,14,"C",18,,""
2018,119544992,96615750,5,"C",20,,""
2018,119545065,96615815,47,"C",20,,""
2018,119542917,96613885,14,"C",14,,""
2018,119543007,96613967,5,"C",13,,""
2018,119543019,96613978,16,"C",22,,""
2018,119543052,96614008,56,"C",20,,""
2018,119543100,96614053,14,"C",20,,""
2018,119543192,96614120,47,"C",20,,""
2018,119543299,96614216,47,"C",20,,""
2018,119543422,96614328,5,"C",20,,""
2018,119543444,96614346,5,"C",20,,""
2018,119543990,96614857,47,"C",20,,""
2018,119544020,96614887,23,"C",8,,""
2018,119544137,96614989,45,"C",11,,""
2018,119544203,96615046,47,"C",20,,""
2018,119544275,96615109,51,"C",20,,""
2018,119544408,96615229,2,"C",25,,""
2018,119544485,96615307,2,"C",47,,""
2018,119544517,96615337,44,"C",25,,""
2018,119544931,96615689,14,"C",18,,""
2018,119544966,96615722,5,"C",18,,""
2018,119545004,96615762,45,"C",25,,""
2018,119927031,96942361,49,"C",20,,"N"
2018,119927108,96942425,49,"C",19,1,"F"
2018,119927195,96942503,45,"C",41,,""
2018,119927276,96942572,35,"C",20,,""
2018,119927273,96942572,16,"C",20,,""
2018,119927335,96942621,49,"C",20,,"N"
2018,119927700,96942933,45,"C",23,,""
2018,119927755,96942983,47,"C",12,,""
2018,119927898,96943108,51,"C",20,,""
2018,119928141,96943314,44,"C",20,,""
2018,119928220,96943384,36,"C",20,,""
2018,119928281,96943434,51,"C",20,,""
2018,119928287,96943434,35,"C",20,,""
2018,119928400,96943536,49,"C",19,5,"F"
2018,119928514,96943629,51,"C",5,,""
2018,119928589,96943704,45,"C",5,,""
2018,119928678,96943788,27,"C",20,,""
2018,119928794,96943888,21,"C",5,,""
2018,119928843,96943925,49,"C",8,,"F"
2018,119928892,96943968,49,"C",20,,"N"
2018,119928969,96944032,49,"C",20,,"F"
2018,119929049,96944106,49,"C",20,,"N"
2018,119929076,96944131,45,"C",5,,""
2018,119929152,96944188,51,"C",20,,""
2018,119929177,96944213,5,"C",6,,""
2018,119929355,96944359,47,"C",7,,""
2018,119929482,96944467,63,"C",47,,""
2018,119929504,96944484,39,"C",38,,""
2018,119929547,96944518,2,"C",20,,""
2018,119929593,96944559,41,"C",46,,""
2018,119929617,96944579,45,"C",23,,""
2018,119929668,96944624,16,"C",38,,""
2018,119929671,96944624,35,"C",38,,""
2018,119929841,96944752,49,"C",18,,"N"
2018,119929886,96944788,49,"C",18,,"N"
2018,119929953,96944848,16,"C",7,,""
2018,119930052,96944931,14,"C",13,,""
2018,119930051,96944931,5,"C",13,,""
2018,119930098,96944972,5,"C",5,,""
2018,119930164,96945026,16,"C",13,,""
2018,119930179,96945037,5,"C",13,,""
2018,119930328,96945147,14,"C",18,,""
2018,119930370,96945178,39,"C",13,,""
2018,119930427,96945227,41,"C",20,,""
2018,119930697,96945462,5,"C",12,,""
2018,119930842,96945577,51,"C",20,,""
2018,119930921,96945649,51,"C",20,,""
2018,119931245,96945935,5,"C",7,,""
2018,119931285,96945972,45,"C",21,,""
2018,119931384,96946061,41,"C",46,,""
2018,119931759,96946387,5,"C",8,,""
2018,119931761,96946387,23,"C",8,,""
2018,119927016,96942339,44,"C",20,,""
2018,119927091,96942410,14,"C",20,,""
2018,119927301,96942593,45,"C",5,,""
2018,119927361,96942638,46,"C",13,,""
2018,119927410,96942689,16,"C",20,,""
2018,119927411,96942689,35,"C",20,,""
2018,119927649,96942892,45,"C",13,,""
2018,119927798,96943023,23,"C",8,,""
2018,119927950,96943158,23,"C",8,,""
2018,119928044,96943231,5,"C",19,,""
2018,119928087,96943266,23,"C",8,,""
2018,119928257,96943410,2,"C",47,,""
2018,119928291,96943433,35,"C",13,,""
2018,119928300,96943443,56,"C",20,,""
2018,119928509,96943628,2,"C",5,,""
2018,119928544,96943662,46,"C",24,,""
2018,119928563,96943682,27,"C",20,,""
2018,119927024,96942349,47,"C",25,,""
2018,119927112,96942426,5,"C",20,,""
2018,119927328,96942635,49,"C",27,,"F"
2018,119927332,96942635,5,"C",27,,""
2018,119927371,96942654,45,"C",6,,""
2018,119927567,96942827,35,"C",13,,""
2018,119927562,96942827,16,"C",13,,""
2018,119927637,96942876,41,"A",20,,""
2018,119927632,96942876,63,"C",20,,""
2018,119927679,96942921,47,"C",12,,""
2018,119927815,96943044,14,"C",13,,""
2018,119927925,96943139,23,"C",8,,""
2018,123970265,100501107,23,"C",7,,""
2018,119928268,96943413,45,"C",10,,""
2018,119928306,96943445,45,"C",20,,""
2018,119928322,96943460,51,"C",20,,""
2018,119928343,96943479,45,"C",25,,""
2018,119928660,96943772,51,"C",20,,""
2018,119928812,96943904,35,"C",18,,""
2018,119928808,96943904,16,"C",18,,""
2018,119928961,96944026,5,"C",14,,""
2018,119928992,96944054,16,"C",18,,""
2018,119929114,96944158,51,"C",20,,""
2018,123970269,100501117,16,"C",13,,""
2018,119929202,96944235,35,"C",13,,""
2018,123970279,100501122,49,"C",20,,"N"
2018,119929365,96944367,49,"C",18,,"N"
2018,119929391,96944399,49,"C",20,,"N"
2018,119929440,96944433,20,"C",36,,""
2018,119929459,96944450,5,"C",18,,""
2018,119929481,96944465,11,"C",3,,""
2018,119929542,96944523,23,"C",12,,""
2018,119929577,96944543,45,"C",23,,""
2018,123970282,100494920,23,"C",8,,""
2018,119929646,96944601,2,"C",20,,""
2018,123976403,100501157,5,"C",13,,""
2018,123971944,100494961,16,"C",13,,""
2018,119929829,96944736,5,"C",12,,""
2018,119929895,96944799,16,"C",20,,""
2018,119929978,96944869,35,"C",13,,""
2018,119930016,96944903,49,"C",5,,"F"
2018,119930032,96944911,27,"C",20,,""
2018,119930050,96944936,45,"C",23,,""
2018,119930149,96945007,45,"C",20,,""
2018,123971945,100494961,35,"C",13,,""
2018,119930421,96945229,16,"C",5,,""
2018,119930424,96945229,35,"C",5,,""
2018,119930544,96945324,47,"C",25,,""
2018,119930566,96945346,14,"C",13,,""
2018,119930584,96945359,47,"C",20,,""
2018,119930645,96945418,5,"C",21,,""
2018,119930661,96945432,5,"C",18,,""
2018,119930685,96945452,5,"C",41,,""
2018,123980364,100501207,5,"C",20,,""
2018,123976439,100501232,14,"C",18,,""
2018,123980390,100494998,49,"A",20,,"N"
2018,119930953,96945679,51,"C",20,,""
2018,119931083,96945793,7,"C",18,,""
2018,119931127,96945831,16,"C",13,,""
2018,119931211,96945906,47,"C",20,,""
2018,119931241,96945933,45,"C",43,,""
2018,119931274,96945964,11,"C",21,,""
2018,119931386,96946059,5,"C",18,,""
2018,119931552,96946206,45,"C",7,,""
2018,119931609,96946252,46,"C",13,,""
2018,119931703,96946331,51,"C",20,,""
2018,119931868,96946474,49,"C",18,,"N"
2018,119931977,96946575,47,"C",20,,""
2018,119931998,96946597,5,"C",20,,""
2018,119932024,96946612,5,"C",20,,""
2018,119932029,96946633,49,"C",20,,"N"
2018,119932170,96946740,47,"C",4,,""
2018,119932214,96946779,51,"C",20,,""
2018,119932235,96946800,44,"C",20,,""
2018,119932236,96946800,51,"C",20,,""
2018,119932519,96947035,51,"C",20,,""
2018,119932605,96947110,11,"C",20,,""
2018,123972043,100496322,23,"C",12,,""
2018,123972049,100501265,7,"C",8,,""
2018,123972050,100501265,5,"C",8,,""
2018,123976471,100495021,11,"C",8,,""
2018,123972068,100496334,23,"C",8,,""
2018,123976477,100501288,46,"A",20,,""
2018,123972080,100501292,14,"C",18,,""
2018,123972078,100501292,5,"C",18,,""
2018,123972089,100496346,49,"C",25,,"N"
2018,123980429,100501305,23,"C",8,,""
2018,123972098,100501311,45,"C",20,,""
2018,123980434,100495038,23,"C",43,,""
2018,123972119,100501333,11,"C",20,,""
2018,123980442,100501333,45,"C",20,,""
2018,123972117,100501331,23,"C",43,,""
2018,123976512,100501342,13,"C",46,,""
2018,123972128,100501342,41,"C",46,,""
2018,123976515,100501350,11,"C",12,,""
2018,123980455,100501350,45,"C",12,,""
2018,123976520,100501360,14,"C",20,,""
2018,123980468,100501367,23,"C",8,,""
2018,123972165,100501375,23,"C",8,,""
2018,123972162,100501375,51,"C",8,,""
2018,123972167,100501372,23,"C",8,,""
2018,123972182,100501380,41,"A",2,,""
2018,123972187,100501385,21,"C",20,,""
2018,123972193,100501387,14,"C",18,,""
2018,123980482,100501391,18,"C",8,,""
2018,123972200,100501394,7,"C",18,,""
2018,123972201,100496400,14,"C",20,,""
2018,123980491,100501397,27,"C",20,,""
2018,123976551,100501400,5,"C",20,,""
2018,123976552,100496409,45,"C",23,,""
2018,123972220,100501413,14,"C",20,,""
2018,123972225,100501416,41,"C",20,,""
2018,118251454,95492347,45,"C",6,,""
2018,118251587,95492463,44,"C",20,,""
2018,118251903,95492714,51,"C",25,,""
2018,118251929,95492738,21,"C",1,,""
2018,118252087,95492865,56,"C",25,,""
2018,118252252,95492998,44,"C",20,,""
2018,118252294,95493028,56,"C",14,,""
2018,118252348,95493074,16,"C",13,,""
2018,118254466,95494840,41,"A",5,,""
2018,118255751,95495983,45,"C",23,,""
2018,118255789,95496019,16,"C",20,,""
2018,118257574,95497577,21,"C",20,,""
2018,119542658,96613668,49,"C",20,,"F"
2018,119542684,96613690,2,"C",20,,""
2018,119542774,96613766,35,"C",20,,""
2018,119542794,96613789,51,"C",41,,""
2018,119544664,96615465,5,"C",25,,""
2018,119545059,96615810,23,"C",8,,""
2018,118251397,95492306,5,"C",18,,""
2018,118251458,95492351,35,"C",13,,""
2018,118251594,95492468,45,"C",16,,""
2018,118251749,95492586,45,"C",7,,""
2018,118252018,95492825,16,"C",13,,""
2018,118252024,95492825,35,"C",13,,""
2018,118252109,95492890,41,"C",25,,""
2018,118252213,95492965,21,"C",20,,""
2018,118252215,95492965,45,"C",20,,""
2018,118252309,95493039,47,"C",20,,""
2018,118252628,95493296,51,"C",20,,""
2018,118252728,95493383,45,"C",36,,""
2018,118254372,95494765,27,"C",20,,""
2018,118254469,95494844,16,"C",23,,""
2018,118255755,95495985,51,"C",20,,""
2018,118963832,96108069,39,"C",13,,""
2018,118963897,96108141,45,"C",20,,""
2018,118964464,96108586,2,"C",21,,""
2018,118964482,96108610,49,"C",20,,"N"
2018,118964597,96108691,51,"C",20,,""
2018,118965753,96109598,5,"C",18,,""
2018,118965894,96109711,35,"C",20,,""
2018,118965890,96109711,16,"C",20,,""
2018,118965919,96109739,11,"C",12,,""
2018,118965991,96109793,44,"C",20,,""
2018,118965994,96109793,5,"C",20,,""
2018,118966014,96109807,63,"C",20,,""
2018,118966065,96109849,47,"C",12,,""
2018,118966230,96109981,5,"C",13,,""
2018,118966310,96110043,51,"C",24,,""
2018,118965331,96109247,16,"C",13,,""
2018,118965438,96109332,49,"C",20,,"F"
2018,118965718,96109571,16,"C",23,,""
2018,118965764,96109601,44,"C",20,,""
2018,118965868,96109695,23,"C",7,,""
2018,118965935,96109747,35,"C",13,,""
2018,118965934,96109747,16,"C",13,,""
2018,118965999,96109800,16,"C",13,,""
2018,118966002,96109800,35,"C",13,,""
2018,118966069,96109855,35,"C",18,,""
2018,118966172,96109938,5,"C",25,,""
2018,118966246,96109988,51,"C",3,,""
2018,118966264,96110010,16,"C",13,,""
2018,118251419,95492320,44,"C",20,,""
2018,118251474,95492367,35,"C",13,,""
2018,118251650,95492504,56,"C",20,,""
2018,118252082,95492873,23,"C",8,,""
2018,118252292,95493030,16,"C",13,,""
2018,118252331,95493059,5,"C",21,,""
2018,118252365,95493089,16,"C",13,,""
2018,118254454,95494834,47,"C",5,,""
2018,118254485,95494861,23,"C",23,,""
2018,118254515,95494887,2,"C",20,,""
2018,118963880,96108119,45,"C",23,,""
2018,118964512,96108634,16,"C",8,,""
2018,119929279,96944299,11,"C",2,,""
2018,119929277,96944299,45,"C",2,,""
2018,119929358,96944358,51,"C",41,,""
2018,119929371,96944372,2,"C",20,,""
2018,119929434,96944428,7,"C",13,,""
2018,119929485,96944471,23,"C",8,,""
2018,119929562,96944536,49,"C",20,,"N"
2018,119929709,96944651,41,"C",20,,""
2018,119929746,96944675,35,"C",20,,""
2018,119929745,96944675,16,"C",20,,""
2018,119929834,96944740,5,"A",34,,""
2018,119929888,96944791,44,"C",20,,""
2018,119929941,96944838,47,"C",14,,""
2018,119929965,96944859,45,"C",43,,""
2018,119929985,96944873,51,"C",20,,""
2018,119930049,96944926,5,"C",4,,""
2018,119930088,96944960,35,"C",13,,""
2018,119930141,96945006,45,"C",41,,""
2018,119930419,96945223,23,"C",8,,""
2018,119930441,96945237,56,"C",25,,""
2018,119930489,96945277,14,"C",18,,""
2018,119930517,96945305,44,"C",20,,""
2018,119930653,96945425,49,"C",20,,"N"
2018,119930719,96945482,35,"C",20,,""
2018,119930771,96945528,40,"C",13,,""
2018,119930832,96945569,16,"C",3,,""
2018,119930855,96945594,47,"C",20,,""
2018,119930961,96945685,29,"A",25,,""
2018,119931016,96945734,5,"C",5,,""
2018,119931110,96945816,5,"C",20,,""
2018,119931175,96945873,49,"C",20,,"F"
2018,119931370,96946050,45,"C",20,,""
2018,119931849,96946460,56,"C",20,,""
2018,119931871,96946481,49,"C",20,,"N"
2018,119931948,96946554,16,"C",13,,""
2018,119931991,96946593,16,"C",18,,""
2018,119931994,96946593,35,"C",18,,""
2018,119932055,96946635,49,"C",20,,"N"
2018,119932383,96946913,49,"C",20,,"F"
2018,119932427,96946959,36,"C",20,,""
2018,119932572,96947083,51,"C",20,,""
2018,119932626,96947130,49,"C",20,,"N"
2018,118964552,96108669,49,"C",20,,"N"
2018,118964787,96108851,35,"C",13,,""
2018,118964781,96108851,16,"C",13,,""
2018,118965039,96109022,51,"C",20,,""
2018,118965089,96109074,44,"C",20,,""
2018,118965205,96109164,44,"C",20,,""
2018,118965252,96109201,2,"C",20,,""
2018,118965308,96109240,36,"C",20,,""
2018,118965411,96109315,44,"C",13,,""
2018,118965433,96109335,49,"C",20,,"N"
2018,118965755,96109605,51,"C",13,,""
2018,118965760,96109605,5,"C",13,,""
2018,118965951,96109758,2,"C",21,,""
2018,118966058,96109845,14,"C",13,,""
2018,118966207,96109964,5,"C",20,,""
2018,118966381,96110111,23,"C",12,,""
2018,118964643,96108735,16,"C",13,,""
2018,118964771,96108831,44,"C",8,,""
2018,118964916,96108932,36,"C",20,,""
2018,118964951,96108959,51,"C",20,,""
2018,118965018,96109018,5,"C",20,,""
2018,118965013,96109018,49,"C",20,,"F"
2018,118965093,96109076,5,"C",6,,""
2018,118965166,96109127,56,"C",25,,""
2018,118965230,96109189,5,"C",3,,""
2018,118965256,96109204,7,"C",18,,""
2018,118965379,96109288,16,"C",13,,""
2018,118965562,96109439,51,"C",20,,""
2018,118965807,96109654,45,"C",20,,""
2018,118965808,96109654,35,"C",20,,""
2018,118965805,96109654,44,"C",20,,""
2018,118965904,96109721,49,"A",19,3,"F"
2018,118965987,96109789,14,"C",18,,""
2018,118966007,96109805,16,"C",7,,""
2018,118966009,96109805,35,"C",7,,""
2018,118966169,96109935,49,"C",3,,"F"
2018,118966315,96110045,51,"C",20,,""
2018,119542692,96613698,45,"C",13,,""
2018,119542761,96613754,16,"C",13,,""
2018,119543136,96614076,36,"C",20,,""
2018,119543997,96614865,16,"C",13,,""
2018,119544005,96614872,14,"C",18,,""
2018,119544018,96614892,14,"C",13,,""
2018,119544049,96614908,7,"C",23,,""
2018,119544058,96614921,23,"C",8,,""
2018,119544233,96615074,45,"C",2,,""
2018,119544468,96615294,14,"C",13,,""
2018,119544509,96615322,39,"C",21,,""
2018,119544550,96615364,49,"A",20,,"F"
2018,119544573,96615388,16,"C",13,,""
2018,119544640,96615440,27,"C",20,,""
2018,119544678,96615476,51,"C",20,,""
2018,119544983,96615742,2,"C",8,,""
2018,119545070,96615820,45,"C",25,,""
2018,139081224,113902692,39,"C",13,,""
2018,139081222,113902692,16,"C",13,,""
2018,139081223,113902692,35,"C",13,,""
2018,139081225,113902692,5,"C",13,,""
2018,119542635,96613641,56,"C",3,,""
2018,119542682,96613688,16,"C",13,,""
2018,119542759,96613758,11,"C",20,,""
2018,119543014,96613977,21,"C",13,,""
2018,119543033,96613989,16,"C",13,,""
2018,119544475,96615299,5,"C",13,,""
2018,119544501,96615328,5,"C",20,,""
2018,119544568,96615384,49,"C",20,,"N"
2018,119544638,96615441,29,"C",20,,""
2018,119544901,96615662,47,"C",20,,""
2018,118964534,96108653,16,"C",18,,""
2018,118964537,96108653,35,"C",18,,""
2018,118964647,96108741,35,"C",11,,""
2018,118965058,96109042,45,"C",3,,""
2018,118965167,96109132,11,"C",20,,""
2018,118965189,96109153,51,"C",20,,""
2018,118965317,96109256,27,"C",20,,""
2018,118965311,96109256,51,"C",20,,""
2018,118965974,96109784,35,"C",18,,""
2018,118965968,96109784,51,"C",18,,""
2018,118965978,96109784,5,"C",18,,""
2018,118966039,96109827,14,"C",20,,""
2018,118966154,96109920,44,"C",20,,""
2018,118966185,96109944,35,"C",13,,""
2018,118966373,96110097,51,"C",3,,""
2018,119542649,96613647,49,"A",3,,"F"
2018,119542785,96613787,29,"C",20,,""
2018,119542784,96613787,51,"C",20,,""
2018,119542924,96613893,5,"C",41,,""
2018,119543036,96613990,45,"C",7,,""
2018,119543065,96614023,51,"C",15,,""
2018,119543102,96614056,14,"C",20,,""
2018,119543262,96614187,2,"C",47,,""
2018,119543319,96614232,21,"C",18,,""
2018,119543330,96614247,56,"C",20,,""
2018,119543389,96614296,5,"C",20,,""
2018,119543497,96614391,43,"C",20,,""
2018,119544001,96614869,14,"C",18,,""
2018,119544042,96614905,45,"C",21,,""
2018,119544072,96614934,23,"C",8,,""
2018,119544189,96615033,35,"C",20,,""
2018,119544359,96615188,5,"C",20,,""
2018,119544418,96615243,5,"C",20,,""
2018,119544652,96615453,20,"C",5,,""
2018,119544687,96615494,23,"C",8,,""
2018,119544975,96615738,45,"C",25,,""
2018,119927023,96942348,5,"C",20,,""
2018,119927040,96942369,35,"C",13,,""
2018,119927038,96942369,16,"C",13,,""
2018,119927118,96942436,5,"C",20,,""
2018,119927166,96942477,35,"C",21,,""
2018,119927224,96942526,11,"C",20,,""
2018,119927251,96942550,5,"C",20,,""
2018,119927268,96942565,2,"C",20,,""
2018,119927271,96942569,45,"C",20,,""
2018,119927296,96942587,2,"A",20,,""
2018,119927312,96942606,51,"C",20,,""
2018,119927318,96942610,21,"C",20,,""
2018,119927350,96942631,16,"C",13,,""
2018,119927348,96942631,35,"C",13,,""
2018,119927388,96942669,5,"C",20,,""
2018,119927561,96942817,45,"C",23,,""
2018,119927657,96942895,44,"C",20,,""
2018,119927658,96942898,23,"A",8,,""
2018,119927741,96942972,5,"C",18,,""
2018,119927739,96942972,14,"C",18,,""
2018,119927792,96943016,45,"C",7,,""
2018,119927853,96943072,47,"C",20,,""
2018,119927965,96943169,16,"C",20,,""
2018,119928031,96943219,5,"C",20,,""
2018,119928030,96943219,49,"A",20,,"N"
2018,119928061,96943245,23,"C",8,,""
2018,119928195,96943366,49,"C",7,,"F"
2018,119928204,96943375,49,"C",20,,"N"
2018,119928266,96943423,49,"C",18,,"F"
2018,119928318,96943459,41,"C",47,,""
2018,119928352,96943485,27,"C",20,,""
2018,119928424,96943553,27,"C",20,,""
2018,119928477,96943600,51,"C",15,,""
2018,119928479,96943603,5,"C",13,,""
2018,119928542,96943660,35,"C",13,,""
2018,119928558,96943675,51,"C",20,,""
2018,119928573,96943687,45,"C",28,,""
2018,119930148,96945011,16,"C",15,,""
2018,119930482,96945281,23,"C",5,,""
2018,119930568,96945347,47,"C",25,,""
2018,119930717,96945476,16,"C",43,,""
2018,119930782,96945537,23,"C",8,,""
2018,119930780,96945537,41,"C",8,,""
2018,119930810,96945562,45,"C",13,,""
2018,119930900,96945632,14,"C",18,,""
2018,119931081,96945796,41,"C",20,,""
2018,119931100,96945810,49,"C",20,,"N"
2018,119931118,96945826,5,"C",38,,""
2018,119931217,96945911,14,"C",18,,""
2018,119931569,96946216,27,"C",20,,""
2018,119931670,96946312,21,"C",19,,""
2018,119931893,96946500,16,"C",13,,""
2018,119931966,96946568,44,"C",20,,""
2018,119932044,96946624,51,"C",20,,""
2018,119932059,96946638,51,"C",20,,""
2018,119932172,96946741,5,"C",20,,""
2018,119932184,96946757,49,"C",20,,"N"
2018,119932215,96946784,49,"C",25,,"N"
2018,119932259,96946819,5,"C",21,,""
2018,119932288,96946843,16,"C",20,,""
2018,119932334,96946878,21,"C",20,,""
2018,119932365,96946902,16,"C",20,,""
2018,119932385,96946923,16,"C",13,,""
2018,119932502,96947018,36,"C",20,,""
2018,119932547,96947061,21,"C",20,,""
2018,119932565,96947078,44,"C",20,,""
2018,119932579,96947090,49,"C",25,,"N"
2018,119932621,96947125,51,"C",20,,""
2018,119927109,96942423,44,"C",47,,""
2018,119927264,96942562,41,"C",24,,""
2018,119927429,96942697,44,"C",3,,""
2018,119927882,96943097,23,"C",8,,""
2018,119927908,96943117,51,"C",20,,""
2018,119928018,96943209,47,"C",20,,""
2018,119928017,96943209,51,"C",20,,""
2018,119928089,96943277,44,"C",3,,""
2018,119928095,96943277,51,"C",3,,""
2018,119928131,96943305,16,"C",13,,""
2018,119928262,96943428,2,"C",47,,""
2018,119928351,96943489,5,"C",6,,""
2018,119928574,96943693,45,"C",7,,""
2018,119928586,96943702,45,"C",7,,""
2018,119928823,96943911,45,"C",14,,""
2018,119928935,96944006,45,"C",13,,""
2018,119928958,96944023,51,"C",41,,""
